,Input,Input,Input,Input,Input,Input,Input,Input,Input,Output
1/31/2000 11:00,10.05,10.14,9.93,10.19,9.97,10.18,10.96,0,0,0.3
1/31/2000 12:00,10.06,10.13,9.92,10.23,9.95,10.15,10.97,0,0,0
1/31/2000 13:00,10.08,10.13,9.96,10.27,9.94,10.15,10.97,0,0,0.3
1/31/2000 14:00,10.11,10.14,10.01,10.33,9.91,10.16,10.97,0,0,0
1/31/2000 15:00,10.12,10.13,10,10.35,9.92,10.14,10.97,0,0,0
1/31/2000 16:00,10.16,10.15,10.06,10.28,9.9,10.15,10.97,0,0,0.3
1/31/2000 17:00,10.17,10.15,10.06,10.19,9.94,10.16,10.97,0,0,0.3
1/31/2000 18:00,10.16,10.13,10.07,10.17,9.94,10.14,10.97,0,0,0
1/31/2000 19:00,10.14,10.14,10.11,10.16,9.97,10.14,10.96,0,0,0.3
1/31/2000 20:00,10.11,10.1,10.1,10.13,9.95,10.12,10.96,0,0,0
1/31/2000 21:00,10.12,10.14,10.17,10.22,9.96,10.16,10.95,0,0,0.3
1/31/2000 22:00,10.08,10.09,10.15,10.22,9.93,10.11,10.95,0,0,0
1/31/2000 23:00,10.09,10.14,10.21,10.24,9.94,10.15,10.94,0,0,0.3
2/1/2000 0:00,10.07,10.11,10.12,10.23,9.93,10.13,10.94,0,0,0
2/1/2000 1:00,10.06,10.1,10.05,10.2,9.95,10.12,10.93,0,0,0.3
2/1/2000 2:00,10.1,10.18,10.14,10.25,9.98,10.21,10.92,0,0,0
2/1/2000 3:00,10.04,10.08,10.05,10.21,9.96,10.14,10.92,0,0,0.3
2/1/2000 4:00,10.02,10.09,10.01,10.18,9.97,10.13,10.91,0,0,0
2/1/2000 5:00,10.05,10.15,10.1,10.21,9.97,10.21,10.9,0,0,0.3
2/1/2000 6:00,9.99,10.07,10.03,10.16,9.94,10.13,10.89,0,0,0
2/1/2000 7:00,9.98,10.09,10.03,10.14,9.95,10.15,10.88,0,0,0.3
2/1/2000 8:00,10.01,10.15,10.14,10.16,9.94,10.21,10.87,0,0,0
2/1/2000 9:00,10.02,10.19,10.28,10.14,9.96,10.25,10.87,0,0,0.3
2/1/2000 10:00,9.97,10.1,10.08,10.05,9.98,10.09,10.86,0,0,0
2/1/2000 11:00,9.92,10.04,9.97,10.07,9.97,10.07,10.86,0,0,0.3
2/1/2000 12:00,9.9,10.02,9.96,10.15,9.97,10.07,10.85,0,0,0
2/1/2000 13:00,9.93,10.09,10.06,10.23,9.97,10.14,10.84,0,0,0.3
2/1/2000 14:00,9.94,10.13,10.18,10.25,9.95,10.12,10.82,0,0,0
2/1/2000 15:00,9.96,10.15,10.24,10.33,9.94,10.14,10.81,0,0,0.3
2/1/2000 16:00,9.95,10.07,10.25,10.16,9.94,10.07,10.81,0,0,0
2/1/2000 17:00,9.91,9.95,10.1,10.16,9.96,10.11,10.81,0,0,0.3
2/1/2000 18:00,9.9,9.92,10.07,10.17,9.96,10.06,10.8,0,0,0
2/1/2000 19:00,9.88,9.91,10.24,10.16,9.97,10.04,10.8,0,0,0.3
2/1/2000 20:00,9.9,9.95,10.19,10.17,9.99,10.06,10.79,0,0,0
2/1/2000 21:00,9.92,10.05,10.18,10.22,9.97,10.07,10.78,0,0,0.3
2/1/2000 22:00,9.92,10.07,10.19,10.24,9.95,10.09,10.77,0,0,0
2/1/2000 23:00,9.92,10.08,10.21,10.23,9.96,10.09,10.77,0,0,0.3
2/2/2000 0:00,9.91,10.09,10.22,10.21,9.96,10.1,10.76,0,0,0
2/2/2000 1:00,9.91,10.09,10.24,10.19,9.97,10.12,10.75,0,0,0.3
2/2/2000 2:00,9.89,10.1,10.27,10.13,9.99,10.12,10.74,0,0,0
2/2/2000 3:00,9.89,10.1,10.29,10.08,9.99,10.14,10.73,0,0,0.3
2/2/2000 4:00,9.88,10.11,10.32,10.05,9.99,10.14,10.73,0,0,0
2/2/2000 5:00,9.87,10.11,10.33,10.06,9.99,10.14,10.72,0,0,0.3
2/2/2000 6:00,9.86,10.11,10.32,10.07,9.97,10.14,10.71,0,0,0
2/2/2000 7:00,9.84,10.1,10.3,10.08,9.98,10.14,10.71,0,0,0.3
2/2/2000 8:00,9.82,10.1,10.29,10.22,9.96,10.13,10.7,0,0,0
2/2/2000 9:00,9.82,10.11,10.29,10.26,9.97,10.14,10.69,0,0,0.3
2/2/2000 10:00,10,10.1,10.16,10.28,9.99,10.11,14.02,149.45,850.84,1188.436368
2/2/2000 11:00,10.12,10.18,10.21,10.31,9.99,10.22,17.65,132,768.12,1192.500031
2/2/2000 12:00,10.12,10.15,10.22,10.27,9.99,10.18,19.66,136,822.37,1194.10912
2/2/2000 13:00,10.16,10.13,10.23,10.28,9.97,10.11,21.32,136,784.72,1214.181829
2/2/2000 14:00,10.2,10.12,10.27,10.32,9.96,10.09,22.74,137,812.19,1214.400024
2/2/2000 15:00,10.24,10.13,10.31,10.37,9.96,10.14,23.98,137,828.63,1214.400024
2/2/2000 16:00,10.29,10.13,10.21,10.41,9.93,10.15,25.14,138,833.6,1214
2/2/2000 17:00,9.99,10.13,10.16,10.29,9.96,10.11,26.18,138,833.86,1213.899994
2/2/2000 18:00,9.9,10.21,10.3,10.29,9.96,10.21,27.17,139,839.72,1213.799988
2/2/2000 19:00,9.88,10.25,10.39,10.25,9.98,10.25,28.08,139,837.08,1213.599976
2/2/2000 20:00,9.87,10.26,10.19,10.2,9.98,10.2,28.94,139,865.76,1213.499969
2/2/2000 21:00,10.01,10.23,10.1,10.15,9.97,10.16,29.76,139,877.62,1213.199951
2/2/2000 22:00,10.05,10.23,10.11,10.18,9.97,10.15,30.53,139,867.13,1213.299978
2/2/2000 23:00,10.05,10.24,10.16,10.2,9.98,10.15,31.25,139,830.19,1213.199951
2/3/2000 0:00,10.05,10.25,10.19,10.2,9.97,10.16,31.94,139,877.6,1213.527244
2/3/2000 1:00,10.05,10.26,10.25,10.18,9.98,10.18,32.57,139,827.61,1213.418146
2/3/2000 2:00,10.04,10.28,10.34,10.16,10,10.21,33.19,139,847.95,1209.05451
2/3/2000 3:00,10.03,10.28,10.38,10.17,10,10.23,33.69,139,834.89,1193.018188
2/3/2000 4:00,10.01,10.28,10.37,10.18,10.01,10.24,34.16,140,823.41,1179.818182
2/3/2000 5:00,10.01,10.29,10.38,10.14,9.99,10.25,34.49,140,896.96,1135.699992
2/3/2000 6:00,10,10.3,10.39,10.27,9.98,10.27,34.82,140,819.29,1124.5
2/3/2000 7:00,9.98,10.3,10.41,10.34,9.97,10.27,34.96,141,856.15,1069.309088
2/3/2000 8:00,9.98,10.31,10.44,10.33,9.97,10.27,35.02,144,846.82,1003.399999
2/3/2000 9:00,9.97,10.31,10.46,10.27,9.99,10.23,35.02,144,902.41,964.299998
2/3/2000 10:00,9.95,10.3,10.46,10.3,10,10.16,35.06,134.18,763.09,912.109098
2/3/2000 11:00,9.95,10.29,10.46,10.34,9.99,10.15,35.04,132,771.28,879.5
2/3/2000 12:00,9.94,10.28,10.44,10.4,9.98,10.12,35.03,132,811.24,859.499995
2/3/2000 13:00,9.94,10.26,10.41,10.37,9.97,10.16,35.01,132,805.33,858
2/3/2000 14:00,9.95,10.24,10.38,10.42,9.94,10.2,35.02,132,744.26,837.299993
2/3/2000 15:00,9.97,10.23,10.35,10.47,9.93,10.21,35.01,132,774.36,832
2/3/2000 16:00,9.99,10.22,10.33,10.51,9.92,10.22,35.04,132,826.28,808.699997
2/3/2000 17:00,10.02,10.22,10.32,10.53,9.94,10.22,35.01,132,794.66,813.700002
2/3/2000 18:00,10.04,10.22,10.33,10.52,9.95,10.22,35.04,132,796.77,798.54546
2/3/2000 19:00,10.06,10.21,10.32,10.48,9.96,10.22,35.02,132,808.89,796.599991
2/3/2000 20:00,10.08,10.21,10.32,10.49,9.95,10.22,35.03,132,790.96,780
2/3/2000 21:00,10.09,10.22,10.33,10.48,9.95,10.23,35.02,132,845.86,780.872725
2/3/2000 22:00,10.11,10.22,10.35,10.48,9.91,10.23,35.02,132,767.85,769.527266
2/3/2000 23:00,10.12,10.23,10.35,10.49,9.93,10.24,35.01,132,752.46,769.745461
2/4/2000 0:00,10.13,10.23,10.34,10.49,9.91,10.25,35.03,132,831.56,758.500005
2/4/2000 1:00,10.14,10.24,10.33,10.49,9.94,10.26,35.01,132,804.15,759.600006
2/4/2000 2:00,10.15,10.24,10.32,10.49,9.94,10.25,35.02,132,807.45,755.600001
2/4/2000 3:00,10.16,10.25,10.32,10.46,9.96,10.24,35.01,132,792.39,750.654547
2/4/2000 4:00,10.16,10.26,10.33,10.41,9.95,10.11,35.01,132,791.95,750.399999
2/4/2000 5:00,10.17,10.27,10.34,10.36,9.94,10.12,35.03,132,856.12,734.400009
2/4/2000 6:00,10.16,10.28,10.36,10.35,9.94,10.12,35.01,132,787.65,739.745456
2/4/2000 7:00,10.16,10.28,10.37,10.33,9.91,10.11,35.02,132,835.2,734.800003
2/4/2000 8:00,10.16,10.29,10.37,10.32,9.94,10.13,35,132,782.37,736.03636
2/4/2000 9:00,10.17,10.31,10.39,10.3,9.93,10.15,35.01,132,786.93,721.636375
2/4/2000 10:00,10.17,10.32,10.41,10.37,9.96,10.18,35.01,132,794.42,720.436363
2/4/2000 11:00,10.18,10.33,10.42,10.46,9.97,10.17,35,132,784.43,719.600011
2/4/2000 12:00,10.18,10.32,10.41,10.51,9.95,10.15,35.01,132,804.61,720.5
2/4/2000 13:00,10.17,10.3,10.36,10.63,9.94,10.1,35,132,781.76,720.00001
2/4/2000 14:00,10.22,10.32,10.37,10.78,9.89,10.11,35,132,783.41,714.000006
2/4/2000 15:00,10.31,10.37,10.45,10.75,9.86,10.15,35,132,839.43,709.96364
2/4/2000 16:00,10.31,10.65,10.43,10.64,9.85,10.31,35,132,793.67,706
2/4/2000 17:00,9.98,10.31,9.97,10.38,9.86,10.05,35.01,132,873.19,704.399991
2/4/2000 18:00,9.88,10.21,10.1,10.27,9.89,10,35,132,778.76,699.399994
2/4/2000 19:00,10.08,10.14,10.12,10.2,9.91,9.97,35.01,132,808.41,704.181824
2/4/2000 20:00,10.11,10.1,10.09,10.2,9.93,10.01,35.01,132,838.59,700.599996
2/4/2000 21:00,10.16,10.12,10.18,10.21,9.92,10.08,35,132,758.34,699.199992
2/4/2000 22:00,10.09,10.03,10.09,10.14,9.9,10.02,35.01,132,820.99,697.200001
2/4/2000 23:00,10.05,10.01,10.22,10.16,9.91,10,35,132,840.92,692.700012
2/5/2000 0:00,10.03,10,10.25,10.13,9.89,10,35,132,797.58,694.699997
2/5/2000 1:00,10,9.98,10.27,10.1,9.93,9.99,35.01,132,780.06,687.272722
2/5/2000 2:00,9.98,9.97,10.28,10.07,9.93,9.99,35,132,846.73,685.200002
2/5/2000 3:00,9.97,9.97,10.28,10.16,9.95,10.01,35.01,132,890.82,689.299998
2/5/2000 4:00,9.95,9.96,10.29,10.19,9.93,10.03,35,132,833.17,683.890908
2/5/2000 5:00,9.93,9.96,10.3,10.18,9.92,10.03,35,132,817.44,686.700002
2/5/2000 6:00,9.92,9.96,10.31,10.19,9.9,10.03,35,132,854.05,686.836365
2/5/2000 7:00,9.91,9.96,10.3,10.19,9.9,10.05,35,132,772.97,681.499995
2/5/2000 8:00,9.9,9.96,10.32,10.19,9.91,10.05,35.01,132,851.3,682.199992
2/5/2000 9:00,9.88,9.96,10.33,10.26,9.91,10.07,35.01,132,853.4,681.381814
2/5/2000 10:00,9.87,9.96,10.35,10.34,9.95,10.07,35,132,772.38,682.599996
2/5/2000 11:00,9.85,9.95,10.34,10.47,9.95,10.06,35.02,132,834.7,673.527266
2/5/2000 12:00,9.85,9.92,10.31,10.6,9.96,10.03,34.99,132,807.97,676.100001
2/5/2000 13:00,9.94,10,10.31,10.7,9.9,10.11,35.01,132,829.92,678.500005
2/5/2000 14:00,10.06,10.05,10.22,10.76,9.84,10.16,35,132,807.86,674.181824
2/5/2000 15:00,10.29,10.25,10.36,10.93,9.79,10.3,35.01,132,788.47,672.699987
2/5/2000 16:00,10.59,11.35,10.98,11.8,9.78,10.98,35.01,132,840.43,671.78181
2/5/2000 17:00,9.91,10.25,10.08,10.85,9.76,10.05,35,132,754.51,669.800008
2/5/2000 18:00,9.91,10.07,10.11,10.54,9.81,10.02,35.01,135,827.45,666.654552
2/5/2000 19:00,9.95,10,10.21,10.37,9.85,10.04,35.01,132,800.01,664.600001
2/5/2000 20:00,9.99,10,10.13,10.32,9.87,10.11,35.01,132,804.5,666.099996
2/5/2000 21:00,10.04,10.01,10.23,10.37,9.86,10.19,35.01,132,793.82,660.799998
2/5/2000 22:00,10.06,10.01,10.28,10.33,9.84,10.19,35,132,792.4,663.399994
2/5/2000 23:00,10.07,10,10.22,10.28,9.84,10.21,35.01,132,825.56,662.945451
2/6/2000 0:00,10.06,9.98,10.24,10.22,9.85,10.21,35,132,824.33,659.100001
2/6/2000 1:00,10.03,9.94,10.34,10.19,9.88,10.18,35,132,774.11,662.699997
2/6/2000 2:00,10.04,9.97,10.32,10.23,9.91,10.2,35,132,828.95,659.5
2/6/2000 3:00,10.02,9.94,10.43,10.22,9.9,10.08,35,132,804.72,657.599996
2/6/2000 4:00,10.04,10,10.26,10.23,9.91,10.1,35.01,132,870.17,655.400004
2/6/2000 5:00,10.01,9.97,10.1,10.21,9.9,10.07,35.01,135,813.35,654.099996
2/6/2000 6:00,10,9.98,10.07,10.21,9.87,10.12,35,132,749.44,658.800003
2/6/2000 7:00,10.01,10,10.17,10.22,9.88,10.17,35,132,805.24,656.509094
2/6/2000 8:00,9.96,9.93,10.1,10.15,9.89,10.11,35,132,793.39,654.545455
2/6/2000 9:00,9.99,10,10.21,10.2,9.89,10.19,35.01,135,867.72,655.309093
2/6/2000 10:00,10.01,10.05,10.31,10.24,9.93,10.22,35.01,132,794.27,652.100006
2/6/2000 11:00,9.95,9.96,10.23,10.25,9.91,10.12,35,132,849.47,651.818187
2/6/2000 12:00,9.98,10.03,10.29,10.31,9.92,10.16,35,135,823.9,651.163635
2/6/2000 13:00,9.97,9.97,10.26,10.23,9.9,10.1,34.99,135,829.81,650.072726
2/6/2000 14:00,9.98,9.98,10.27,10.21,9.86,10.1,35.01,136,859.6,655.699997
2/6/2000 15:00,10,9.97,10.41,10.23,9.86,10.08,35,135,764.55,648.700007
2/6/2000 16:00,10.01,9.97,10.17,10.26,9.87,10.08,35,132,855.49,649.559998
2/6/2000 17:00,10.02,9.96,10.18,10.28,9.87,10.06,35.01,132,857.7,651.399994
2/6/2000 18:00,10.03,9.96,10.22,10.28,9.88,10.09,35,132,860.33,650.299998
2/6/2000 19:00,10.04,9.95,10.22,10.31,9.9,10.1,35,136,861.46,655.199997
2/6/2000 20:00,10.07,9.96,10.24,10.3,9.9,10.12,35.01,135,826.04,644.181824
2/6/2000 21:00,10.09,9.95,10.24,10.28,9.88,10.12,35,136,805.03,652.600001
2/6/2000 22:00,10.12,9.97,10.31,10.31,9.85,10.13,35.01,136,858.39,648.100001
2/6/2000 23:00,10.13,9.94,10.31,10.29,9.86,10.11,35,135,783.53,643.600006
2/7/2000 0:00,10.13,9.93,10.27,10.28,9.86,10.08,35.01,136,813.24,647.236373
2/7/2000 1:00,10.16,9.94,10.28,10.3,9.88,10.09,35.01,136,879.85,643.799998
2/7/2000 2:00,10.19,9.95,10.32,10.34,9.89,10.1,35,136,759.52,648.600011
2/7/2000 3:00,10.1,9.94,10.33,10.37,9.89,10.08,35,136,880.22,644.072726
2/7/2000 4:00,9.88,9.96,10.36,10.35,9.89,10.11,35,136,813.65,642.300008
2/7/2000 5:00,9.82,9.95,10.37,10.32,9.88,10.1,35,136,854.57,646.5
2/7/2000 6:00,9.81,9.93,10.34,10.24,9.86,10.09,35.01,136,789.84,640.899989
2/7/2000 7:00,9.85,9.95,10.38,10.21,9.86,10.11,35,136,854.02,644.199997
2/7/2000 8:00,9.81,9.9,10.3,10.18,9.86,10.07,35.01,136,822.29,642
2/7/2000 9:00,9.83,9.97,10.39,10.21,9.91,10.13,35,136,798.89,646.254544
2/7/2000 10:00,9.8,9.92,10.36,10.24,9.91,10.13,35,136,819.34,646.03636
2/7/2000 11:00,9.81,9.96,10.38,10.32,9.93,10.02,35.01,136,844.19,642
