,Input,Input,Input,Input,Input,Input,Input,Input,Input,Output
,Cell B,Cell B,Cell B,Cell B,Cell B,Cell B,Cell B,Cell B,Cell B,Cell B
Date (XLS format),Tattic,Tcellar,Tnorth,Teast,Tsouth,Twest,Tcell,Qfan,HWDsafr,Qhtr
GMT+1,°C,°C,°C,°C,°C,°C,°C,Wh,m3/h,Wh
2/7/2000 21:00,10.03,9.8,10.27,10.07,10.09,10.2,35.01,140,808.38,649.7
2/7/2000 22:00,10.02,9.83,10.3,10.07,10.08,10.2,35.01,140,813.4,643.53
2/7/2000 23:00,10.01,9.84,10.3,10.07,10.07,10.21,35,140,847.7,643.85
2/8/2000 0:00,10,9.83,10.28,10.07,10.06,10.21,35,141,731.09,649.6
2/8/2000 1:00,9.99,9.83,10.17,10.06,10.07,10.2,35.01,140,807.74,642.8
2/8/2000 2:00,9.99,9.78,9.84,10.05,10.08,10.16,34.99,140,832.66,649.42
2/8/2000 3:00,9.99,9.79,9.85,10.06,10.07,10.2,35,140,847.39,645
2/8/2000 4:00,9.99,9.8,9.85,10.05,10.07,10.18,35,141,798.91,647.45
2/8/2000 5:00,10,9.86,9.94,10.08,10.06,10.19,34.99,140,779.55,652.47
2/8/2000 6:00,10,9.92,10.02,10.07,10.06,10.19,35.01,140,781.33,647.56
2/8/2000 7:00,10,9.94,10.04,10.07,10.06,10.18,35,140,789.94,646.1
2/8/2000 8:00,9.99,9.88,9.97,10.06,10.06,10.16,35,141,800.29,647.13
2/8/2000 9:00,9.99,9.91,10.02,10.06,10.06,10.19,35.01,140,815.8,647.56
2/8/2000 10:00,9.98,9.91,10.04,10.07,10.06,10.13,34.99,141,773.72,646.91
2/8/2000 11:00,9.97,9.9,10.02,10.06,10.06,10.14,35,140,800.42,650.8
2/8/2000 12:00,9.95,9.81,9.9,10.05,10.06,10.17,35,141,779.63,641.1
2/8/2000 13:00,9.93,9.92,10.04,10.09,10.04,10.2,35.01,140,814.21,645.49
2/8/2000 14:00,9.94,10.16,10.14,10.16,10.03,10.16,35,140,840.82,645.9
2/8/2000 15:00,9.93,10.16,9.9,10.14,10.03,10.13,34.99,141,782.77,647
2/8/2000 16:00,9.94,10.15,9.86,10.08,10.03,10.09,35.02,140,822.17,640.15
2/8/2000 17:00,9.95,10.31,10.15,10.25,10.04,10.17,34.99,140,815.62,646
2/8/2000 18:00,9.94,10.54,10.24,10.54,10.05,10.33,35,141,803.54,646.91
2/8/2000 19:00,9.96,10.67,10.17,10.73,10.05,10.42,35.01,140,819,636.8
2/8/2000 20:00,9.96,10.31,9.69,10.24,10.05,10.04,35,141,790.8,641.9
2/8/2000 21:00,9.97,10.04,9.83,10.01,10.05,9.92,35,140,859.68,642.7
2/8/2000 22:00,9.99,10.04,10.02,10.03,10.06,9.89,35,140,811.3,639.8
2/8/2000 23:00,10,10,10.05,10.03,10.06,9.86,35,141,806.42,647.7
2/9/2000 0:00,10.02,9.98,10.04,10.03,10.07,9.87,35.01,140,778.02,636.5
2/9/2000 1:00,10.02,9.97,10.08,10.01,10.09,9.86,35,140,768.98,639.8
2/9/2000 2:00,10.02,9.96,10.12,10.03,10.09,9.85,35.01,140,827.6,638.51
2/9/2000 3:00,10.03,9.96,10.05,10.04,10.1,9.85,35,141,812.04,644.1
2/9/2000 4:00,10.05,9.95,10.06,10.04,10.11,9.83,35,140,778.13,640.4
2/9/2000 5:00,10.06,9.94,10.07,10.03,10.09,9.91,35.01,141,792.34,639.27
2/9/2000 6:00,10.06,9.94,10.06,10.04,10.09,9.84,35,140,821.87,641.67
2/9/2000 7:00,10.06,9.93,10.07,10.02,10.08,9.97,35,141,842.66,641.9
2/9/2000 8:00,10.06,9.87,10.02,10.02,10.09,9.98,35,140,773.02,641.45
2/9/2000 9:00,10.06,9.83,10.01,10.03,10.09,9.97,35,140,777.33,642.33
2/9/2000 10:00,10.07,9.91,10.17,10.04,10.12,9.9,35,141,807.46,642.76
2/9/2000 11:00,10.05,9.93,10.09,10.03,10.09,9.82,34.99,140,809.59,643.5
2/9/2000 12:00,10.04,9.92,9.89,10.04,10.08,9.86,35.01,140,784.08,639.7
2/9/2000 13:00,10.01,9.87,9.82,10.02,10.06,9.84,35,141,793.31,645.1
2/9/2000 14:00,10.01,9.88,9.84,10.02,10.05,9.88,35,140,778.35,648.2
2/9/2000 15:00,10,9.88,9.83,10.01,10.04,9.9,35.01,140,815.02,642
2/9/2000 16:00,9.99,10,10.02,9.99,10.03,9.97,34.99,141,796.23,646.8
2/9/2000 17:00,9.97,9.95,9.95,10.02,9.99,10,35.01,140,812,649
2/9/2000 18:00,9.98,9.97,9.98,10.05,10.04,10,35,141,778.09,649.53
2/9/2000 19:00,9.98,9.98,10.02,10.06,10.06,9.98,35,140,789.62,640.58
2/9/2000 20:00,10,10,10.1,10.06,10.09,9.99,35,141,799.18,642.6
2/9/2000 21:00,10,9.96,10.1,10.05,10.09,10.01,35,140,804.36,644.07
2/9/2000 22:00,10.01,9.93,10.07,10.05,10.08,10.02,35.01,140,806.7,645.2
2/9/2000 23:00,10.01,9.97,10.14,10.06,10.1,10.04,35,141,795.32,641.89
2/10/2000 0:00,10.02,9.89,10.04,10.05,10.1,10.04,35,140,802.46,642.44
2/10/2000 1:00,10.02,9.93,10.11,10.05,10.12,10.05,35.01,141,863.14,644.3
2/10/2000 2:00,10.02,9.98,10.21,10.05,10.12,10.06,34.99,140,795.67,644.5
2/10/2000 3:00,10.03,9.88,10.11,10.04,10.12,10.06,34.99,140,833.89,650.07
2/10/2000 4:00,10.04,9.91,10.14,10.06,10.12,10.07,35.01,141,864.44,640.15
2/10/2000 5:00,10.04,9.93,10.2,10.04,10.1,10.06,35,140,778.86,644.4
2/10/2000 6:00,10.04,9.89,10.16,10.05,10.11,10.06,35,141,814.85,645.2
2/10/2000 7:00,10.04,9.91,10.22,10.05,10.08,10.06,34.99,141,784.23,648.6
2/10/2000 8:00,10.04,9.88,10.18,10.05,10.1,10.06,35.01,140,824.12,644.8
2/10/2000 9:00,10.06,9.88,10.21,10.05,10.1,10.06,35.01,141,797.81,639.16
2/10/2000 10:00,10.07,10.05,10.23,10.05,10.12,10.06,35,140,823.55,647.67
2/10/2000 11:00,10.07,10.21,9.96,10.08,10.1,10.06,35.01,141,804.22,646.9
2/10/2000 12:00,10.06,9.99,9.76,10.06,10.16,10.09,35,140,762.11,645.16
2/10/2000 13:00,10.03,9.94,9.75,10.04,10.09,10.12,35.01,141,811.27,644.73
2/10/2000 14:00,10.02,9.92,9.72,10.07,10.06,10.12,35.01,141,775.62,640.25
2/10/2000 15:00,10.03,9.91,9.77,10.07,10.06,10.07,35,140,757.86,641.78
2/10/2000 16:00,10.04,9.91,9.83,10.08,10.07,10.07,35.01,141,813.03,639.05
2/10/2000 17:00,10.03,9.9,9.84,10.07,10.08,10.1,35.01,141,827.47,641.24
2/10/2000 18:00,10.03,9.89,9.86,10.07,10.09,10.1,35,140,765.85,644.52
2/10/2000 19:00,10.04,9.88,9.85,10.07,10.09,10.09,35,141,818.62,641.1
2/10/2000 20:00,10.03,9.9,9.92,10.07,10.09,10.09,35.01,141,800.01,636.11
2/10/2000 21:00,10.01,9.91,9.96,10.06,10.09,10.08,35.01,141,825.3,638.18
2/10/2000 22:00,10.02,9.88,9.92,10.06,10.08,10.05,34.99,141,824.37,643.3
2/10/2000 23:00,10.02,9.93,10,10.05,10.07,10.11,35.01,140,815.83,641.13
2/11/2000 0:00,10.02,9.89,9.97,10.07,10.09,10.03,35.01,141,832.52,638
2/11/2000 1:00,10.03,9.95,10.08,10.06,10.11,10.05,35,140,784.03,639.4
2/11/2000 2:00,10.02,9.95,10.11,10.06,10.11,10.04,35.01,141,869.22,634.58
2/11/2000 3:00,10.03,9.84,10.06,10.06,10.13,10.03,34.99,141,840.09,646.36
2/11/2000 4:00,10.03,9.82,10.08,10.06,10.12,10.02,35,141,825.54,640.36
2/11/2000 5:00,10.04,9.82,10.1,10.06,10.13,10.03,35.01,141,781.43,640.1
2/11/2000 6:00,10.04,9.82,10.12,10.06,10.13,10.05,34.99,140,766.22,641.56
2/11/2000 7:00,10.04,9.81,10.13,10.06,10.13,10.11,35.01,141,834.28,639.8
2/11/2000 8:00,10.04,9.81,10.13,10.07,10.14,10.12,35,141,777.07,639
2/11/2000 9:00,10.04,9.81,10.14,10.06,10.14,10.11,35.01,141,833.86,643.31
